39.923121	116.515441	39.915401	116.556331	3
39.923121	116.515441	39.921471	116.399411	12
39.923121	116.515441	39.910051	116.514661	5
39.923121	116.515441	39.918611	116.507181	18
39.923121	116.515441	39.920111	116.546667	12
39.923121	116.515441	39.926101	116.528501	3
40.005278	116.223278	39.912491	116.533221	1
39.938245	116.570841	39.920071	116.536031	1
39.917778	116.555001	39.920111	116.546667	3
39.918611	116.507181	39.921181	116.494821	1
39.916032	116.529796	39.912491	116.533221	1
39.921181	116.494821	39.920071	116.536031	1
39.918681	116.507301	39.925291	116.472391	6
39.910051	116.514661	39.912917	116.518306	1
39.916191	116.528441	39.917275	116.524194	1
39.916191	116.528441	39.912101	116.354001	3
39.916191	116.528441	39.918461	116.523139	1
39.911641	116.547851	39.920071	116.536031	1
39.911641	116.547851	39.915401	116.556331	1
39.887901	116.331001	39.920071	116.536031	1
39.887901	116.331001	40.039091	116.305781	1
39.907611	116.572151	39.920071	116.536031	1
39.857296	116.078922	39.920071	116.536031	1
39.857296	116.078922	39.915401	116.556331	1
39.920071	116.536031	39.909691	116.591661	1
39.920071	116.536031	39.912491	116.533221	12
39.920071	116.536031	39.915401	116.556331	5
39.920071	116.536031	39.976213	116.573121	9
39.920071	116.536031	39.908941	116.525101	4
39.920071	116.536031	40.008061	116.448869	16
39.920071	116.536031	39.837781	116.389081	6
39.920071	116.536031	39.926101	116.528501	17
39.865821	116.488651	39.912491	116.533221	1
40.129231	117.106491	39.892091	116.392511	1
39.920111	116.546667	39.915401	116.556331	3
39.912101	116.354001	39.912491	116.533221	1
39.912491	116.533221	39.908941	116.525101	3
39.912491	116.533221	40.039091	116.305781	3
39.912491	116.533221	39.915401	116.556331	3
39.912491	116.533221	39.913461	116.430731	3
39.915401	116.556331	39.920889	116.557278	3
39.915401	116.556331	39.908941	116.525101	3
